TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,L,0,3,NaN
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,433,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,395,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,36,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,453,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,O,437,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,24,4,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,437,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,H,109,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,J,0,3,NaN
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,D,304,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,B,0,3,NaN
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,L,444,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,328,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,437,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,N,446,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,453,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,L,455,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,357,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,379,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,J,360,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,S,227,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,P,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,F,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Q,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,C,267,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,495,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,P,284,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,C,329,4,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,14,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,P,406,4,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,C,0,4,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,254,4,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,V,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Q,426,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,193,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,H,460,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Q,288,4,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,230,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,488,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,F,338,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,C,319,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,H,31,3,4
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,D,0,3,NaN
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,0,3,NaN
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,0,3,NaN
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,I,415,3,3
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,187,3,4
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,52,4,3
3,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,P,218,3,3
