TrialNumber,n_back,Stimulus_Letter,Response_Time,Correct_Response,Response
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,L,0,3,NaN
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Q,108,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,95,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,O,152,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,475,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,69,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,H,182,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,219,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,K,270,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,K,177,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,K,193,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,B,246,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,R,476,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,772,4,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,242,4,4
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,C,664,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,466,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,161,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,441,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,M,229,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,286,3,3
1,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,506,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,U,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,F,0,3,NaN
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,596,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,B,655,3,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,L,599,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,K,244,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,C,459,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,L,484,3,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,596,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,G,1031,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,F,1236,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,506,4,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,G,544,4,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,H,620,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,E,775,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,W,822,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,907,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,1012,3,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,W,512,4,4
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,1484,4,3
2,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,493,4,4
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,0,3,NaN
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,163,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,214,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,937,4,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,691,4,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,605,4,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,276,4,4
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,S,346,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,561,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,P,335,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,363,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,461,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,P,382,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,779,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,357,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,0,3,NaN
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,548,4,4
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,393,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,L,1156,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,W,632,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,B,284,3,3
3,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,I,172,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,F,0,3,NaN
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,O,0,3,NaN
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,H,0,3,NaN
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,W,543,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,O,1394,4,4
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,438,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,L,491,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,L,602,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,R,838,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,E,616,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,L,350,4,4
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,205,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,339,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,662,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Y,644,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,U,591,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,S,654,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Y,420,4,4
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,629,3,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,S,1262,4,3
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Y,441,4,4
4,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,N,235,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,0,3,NaN
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,164,4,4
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,D,62,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,M,633,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,277,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,H,168,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,201,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,84,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,519,4,4
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,231,4,4
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,C,46,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,W,160,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,401,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,408,4,4
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,N,485,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,N,451,4,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,847,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,M,488,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,695,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,840,3,4
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,D,600,3,3
5,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,'T',0,3,NaN
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,V,0,3,NaN
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,D,0,3,NaN
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,K,0,3,NaN
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,D,689,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,914,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,610,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,G,625,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,344,4,4
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,588,4,4
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Q,348,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,B,551,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Z,385,3,4
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,Q,760,4,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,B,318,4,4
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,B,505,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,E,624,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,G,514,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,B,276,4,4
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,X,138,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,U,750,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,J,335,3,3
6,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,V,449,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,0,3,NaN
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,W,325,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,X,190,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,M,468,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,406,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,S,76,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,205,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,E,522,4,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,U,252,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,251,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,261,4,4
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,Y,278,4,4
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,V,95,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,104,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,A,144,4,4
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,G,399,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,S,162,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,F,108,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,I,34,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,B,106,3,3
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,B,164,4,4
7,One Back Task \n\n Press TARGET if current letter is same as the previous letter\n\n,T,169,3,3
8,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,T,0,3,NaN
8,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,R,0,3,NaN
8,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,A,0,3,NaN
8,Three Back Task \n\n Press TARGET if current letter is same as the third previous letter\n\n,M,42,3,3
